	item_name	item_url	item_phones_list	item_address	item_site
122	Стоматологическая клиника Геометрия улыбки	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_geometriya_ulybki/	['+74212358883']	Хабаровский край, с. Тополево,    улица Центральная,    15, 1 этаж	
123	Стоматологический центр Твой доктор	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_tvoj_doktor/	['+74212506965', '+79625032362']	Хабаровск,   улица Панфиловцев,   36а, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Ftvoi-doctor27.ru&hash=eb156112670f66e546ac43de2a8a992c&from=54667acf40c088ea5a8ed88c.78be&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_tvoj_doktor%2F
124	Специализированная ортодонтическая клиника СОК	https://khabarovsk.zoon.ru/medical/spetsializirovannaya_ortodonticheskaya_klinika_sok/	['+74212410144', '+79249329998']	Хабаровск,   улица Комсомольская,   78, 4 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fortofresh.ru&hash=9cd3ed6daf2560ef284367371ebb7343&from=5aa2f52da24fd9153733c463.2122&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fspetsializirovannaya_ortodonticheskaya_klinika_sok%2F
125	Стоматологический центр НК-Дент	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_nk-dent/	['+74212761111', '+74212601535']	Хабаровск,   улица Стрельникова,   8а, 2 этаж	
126	Клиника L.dent	https://khabarovsk.zoon.ru/medical/klinika_ldent/	['+74212231577', '+74212200790']	Хабаровск,   ДОС,   51, 1 этаж	
127	Стоматологический центр Вита лайн	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_vita_lajn/	['+74212532555', '+79098076622']	Хабаровск,   улица Магаданская,   34а, 1 этаж	
128	Медицинский центр Мастерская долголетия	https://khabarovsk.zoon.ru/medical/meditsinskij_tsentr_masterskaya_dolgoletiya/	['+74212633362']	Хабаровск,   улица Большая,   2а, 1 этаж	
129	Стоматологический кабинет ФеникС	https://khabarovsk.zoon.ru/medical/stomatologicheskij_kabinet_feniks/	['+79145440145', '+74212770145']	Хабаровск,   улица Тихоокеанская,   139, 1 этаж	
130	Дентальная лаборатория Iceberg lab	https://khabarovsk.zoon.ru/medical/dentalnaya_laboratoriya_iceberg_lab/	['+79241036090']	Хабаровск,   Большая улица,   9	
131	Стоматология Пломбир	https://khabarovsk.zoon.ru/medical/stomatologiya_plombir_na_ulitse_gogolya/	['+74212603307']	Хабаровск,   улица Гоголя,   39, 4 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fplombir-stom.ru&hash=acf979723ebbfad64e930c73e15d2f49&from=54667acf40c088ea5a8ed878.0068&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_plombir_na_ulitse_gogolya%2F
132	Стоматологический центр Ваши зубы	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_vashi_zuby/	['+74212300853']	Хабаровск,   Волочаевская улица,   161	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2F%D0%B2%D0%B0%D1%88%D0%B8-%D0%B7%D1%83%D0%B1%D1%8B.%D1%80%D1%84&hash=3bfc5440d56c0c8231b669833798d09b&from=6445be83fdb68171b8046600.8c78&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_vashi_zuby%2F
133	Стоматологическая клиника Альфа-дент	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_alfa-dent/	['+74212731818', '+79249189779']	Хабаровск,   улица Воронежская,   38а, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Falfadent-dv.ru&hash=0371e4a4eb1de0fac928dc494b7091c7&from=5567099e40c0886b4c8ccfd4.fc21&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_alfa-dent%2F
134	Стоматологическая клиника Аб	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_ab/	['+74212632348']	Хабаровск,   Краснореченский переулок,   18	
135	Компания по организации стоматологических туров в Китай China Dent	https://khabarovsk.zoon.ru/medical/kompaniya_po_organizatsii_stomatologicheskih_turov_v_kitaj_china_dent/		Хабаровск,   Карла Маркса,   96а, 517 офис; 5 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fstomtourchina.ru&hash=f0a92c0accd6219bcb6501b0f364729c&from=5d81ab2610de9a0dd94f598c.6157&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fkompaniya_po_organizatsii_stomatologicheskih_turov_v_kitaj_china_dent%2F
136	Стоматологический центр Экас	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_ekas_v_industrialnom_rajone/	['+74212545920', '+74212694262']	Хабаровск,   улица Краснореченская,   53, 1 этаж	
137	Стоматологическая клиника Эстетик	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_estetik/	['+79098059966']	Хабаровск,   улица Тихоокеанская,   204	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2F%D1%8D%D1%81%D1%82%D0%B5%D1%82%D0%B8%D0%BA27.%D1%80%D1%84&hash=9f8e771cc96e95e5a86cd719e6409f99&from=5567099c40c0886b4c8cce76.adef&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_estetik%2F
138	Авторская стоматология Мел	https://khabarovsk.zoon.ru/medical/avtorskaya_stomatologiya_mel/	['+74212460940', '+79144104242']	Хабаровск,   Восточное шоссе,   41, 2 этаж; правая башня	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fmelstom.ru&hash=e7bf1d01f231841cf26b844495441517&from=6178dfe58fca556419058f04.91db&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Favtorskaya_stomatologiya_mel%2F
139	Стоматологическая поликлиника № 18	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_18_na_ulitse_aksyonova/	['+74212544984']	Хабаровск,   улица Аксёнова,   22а	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fsp18.medkhv.ru&hash=ba82143ca4568f0b4a295f455c3e2baf&from=5567099d40c0886b4c8ccf07.2c52&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_18_na_ulitse_aksyonova%2F
140	Стоматология Сити-Стом	https://khabarovsk.zoon.ru/medical/stomatologiya_siti-stom_na_sovetskoj/	['+74212463390']	Хабаровск,   улица Советская,   10, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.city-stom.ru&hash=a213aaaf97347d224fa59e7f5398251d&from=54667ad240c088ea5a8ed956.3dc1&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_siti-stom_na_sovetskoj%2F
141	Студия отбеливания зубов White & smile	https://khabarovsk.zoon.ru/medical/studiya_otbelivaniya_zubov_white_smile_na_komsomolskoj_ulitse/	['+79241147244']	Хабаровск,   улица Комсомольская,   73Б, 704 офис; 7 этаж	
142	Медицинский центр Эскулап	https://khabarovsk.zoon.ru/medical/meditsinskij_tsentr_eskulap/	['+74212324892', '+79144144844']	Хабаровск,   улица Шеронова,   92, 608а кабинет; 6 этаж	
143	Стоматология Dr. Kovalskii	https://khabarovsk.zoon.ru/medical/stomatologiya_dr_kovalskii/	['+74212702727', '+79141702727']	Хабаровск,   улица Брестская,   22, Почта России; мини-маркет Раз два	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.kovalskii.dental&hash=87c5c72a4257da6caa4e1feded5bb262&from=5ffde6b77f256f2815130642.7002&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_dr_kovalskii%2F
144	Стоматологический центр Полидент	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_polident/	['+74212365987']	Хабаровск,   улица Краснореченская,   199, 1 этаж	
145	Стоматология Зубок	https://khabarovsk.zoon.ru/medical/stomatologiya_zubok/	['+74212546630']	Хабаровск,   Краснореченская,   60, 1 этаж	
146	Клиника Доктор	https://khabarovsk.zoon.ru/medical/klinika_doktor/	['+74212547700']	Хабаровск,   улица Краснореченская,   63, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fdoctordv.ru&hash=601c48c2ebeeaf21a80d735d90dc8c30&from=54667acf40c088ea5a8ed805.343f&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fklinika_doktor%2F
147	Стоматологическая поликлиника № 19	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_19/	['+74212563550']	Хабаровск,  Забайкальский переулок,  4, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fsp19.medkhv.ru&hash=cc20c3b81f974239ff6f20053321c324&from=5567099a40c0886b4c8ccdb3.44ed&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_19%2F
148	Стоматологическая поликлиника Регион	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_region_v_kirovskom_rajone/	['+74212576963', '+74212566989']	Хабаровск,   улица Серышева,   16, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.stomregion.ru&hash=6155f377cf6700e1f42705029682ced9&from=5567099a40c0886b4c8ccdb8.bc24&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_region_v_kirovskom_rajone%2F
149	Стоматологический центр One life	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_one_life/	['+79141586030', '+74212206030']	Хабаровск,   улица Блюхера,   5, 204 офис; 2 этаж	
150	Стоматология Медэксперт	https://khabarovsk.zoon.ru/medical/stomatologiya_medekspert_na_ulitse_flegontova/	['+79625024411']	Хабаровск,   улица Флегонтова,   4, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fmedexpert.khv.tilda.ws%2Fmedexpertkhv&hash=c1786f6f872d65f55d9de9724ee1ed89&from=54667ad540c088ea5a8edb3a.d0df&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_medekspert_na_ulitse_flegontova%2F
151	Стоматологический центр Бриллиантовый стиль плюс	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_brilliantovyj_stil_plyus/	['+74212600737', '+74212600838']	Хабаровск,   улица Запарина,   7, 1 этаж	
152	Стоматология АйДент	https://khabarovsk.zoon.ru/medical/stomatologiya_ajdent/	['+74212775771', '+79294006400', '+79145445771']	Хабаровск,   улица Гамарника,   62, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fident27.ru&hash=7477e09de2479587bedc1d9b77b9fbe2&from=5f7ea873fc161e6e7b801929.700f&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_ajdent%2F
153	Стоматологическая клиника Vir Dent	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_vir_dent/	['+79244038880', '+74212938883']	Хабаровск,   улица Суворова,   51, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fvir-dent.ru&hash=ba5a7fe93de3e41f5ea10d4149e094d5&from=5a3bc2ada24fd912fa06c10e.e0bc&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_vir_dent%2F
154	Стоматологический центр Дэнтал фэмили	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_dental_femili/	['+74212747747']	Хабаровск,   улица Комсомольская,   62, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.dentalf.ru&hash=b961d299faf8fc2b7bafcf21b66b0513&from=5a3bc157a24fd912fa06bfb2.841c&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_dental_femili%2F
155	Стоматологический центр Вайт-дент-1	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_vajt-dent-1_v_tsentralnom_rajone-6cfe/	['+74212301480']	Хабаровск,  улица Синельникова,  5, 1 офис; 1 этаж	
156	Стоматология Все свои рядом	https://khabarovsk.zoon.ru/medical/stomatologiya_vse_svoi_ryadom/	['+74212244797', '+74212260379']	Хабаровск,  улица им. Лейтенанта Орлова,  2	
157	Авторская стоматология	https://khabarovsk.zoon.ru/medical/avtorskaya_stomatologiya_na_leningradskoj_ulitse/	['+74212609655']	Хабаровск,   улица Ленинградская,   53 к1, 306 офис; 3 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.avtorskaya-st.ru&hash=076224fe4e6404652b7fade2012343a4&from=63ff9528855de2db3f0d77a0.9c28&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Favtorskaya_stomatologiya_na_leningradskoj_ulitse%2F
158	Стоматологическая клиника Айсберг	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_ajsberg_na_ulitse_kalinina/	['+74212684848', '+79098024848']	Хабаровск,   улица Калинина,   131, Цокольный этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Ficebergdental.com&hash=182bc48e62f5673a2aaf2f4607d70948&from=5d81bfc410de9a0dd94fe7b6.c1b0&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_ajsberg_na_ulitse_kalinina%2F
159	Стоматологический центр Смайлик	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_smajlik/	['+74212659665', '+74212669656']	Хабаровск,   улица Камская,   8	
160	Стоматологическая клиника Ай кью стом	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_aj_kyu_stom/	['+74212413140']	Хабаровск,   улица Шевчука,   42, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fiqstom27.ru&hash=7f05b4247934e0346a9ec787f1505cc6&from=54667ad440c088ea5a8edab2.b11e&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_aj_kyu_stom%2F
161	Стоматологический центр Дэнтекс	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_denteks/	['+79625021971', '+74212463072']	Хабаровск,   улица Тихоокеанская,   73Г, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fstomdentex.ru&hash=65a48665995737282ed36dfabef5a005&from=54667acf40c088ea5a8ed7f9.0d07&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_denteks%2F
162	Стоматологическая клиника Дентал Хаус	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_dental_haus/	['+79510273333']	Хабаровск,   улица Гамарника,   43, 1 этаж	
163	Стоматологический центр СДВ	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_sdv/	['+74212651550', '+74212734648']	Хабаровск,   Тихоокеанская,   204, 603 офис; 6 этаж	
164	Стоматология Здоровые зубы	https://khabarovsk.zoon.ru/medical/stomatologiya_zdorovye_zuby_na_ulitse_korolyova/	['+74212789656', '+79242237035']	Хабаровск,   улица Королёва,   13, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2F%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B013.%D1%80%D1%84%2F&hash=47ef12784a9a31e58fe8420f3dfe9b84&from=54667acf40c088ea5a8ed860.2774&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_zdorovye_zuby_na_ulitse_korolyova%2F
165	Стоматологическая студия Дентал офис	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_studiya_dental_ofis/	['+74212683848']	Хабаровск,   улица Комсомольская,   74, 207 офис; 2 этаж	
166	Центр Империя красоты	https://khabarovsk.zoon.ru/medical/tsentr_imperiya_krasoty/	['+74212689999', '+79098095104']	Хабаровск,  улица Миномётная,  24	
167	Стоматология ПрезиДент	https://khabarovsk.zoon.ru/medical/stomatologiya_prezident/	['+74212691795', '+79144017875', '+79625871795']	Хабаровск,   улица ДОС,   42а, 224 кабинет; 2 этаж	
168	Стоматология Цефея	https://khabarovsk.zoon.ru/medical/stomatologiya_tsefeya/	['+79003400340']	Хабаровск,   улица Краснореченская,   161, 1 этаж; вход с торца; напротив Почты России	
169	Клиника Интенс	https://khabarovsk.zoon.ru/medical/klinika_intens/	['+74212662664', '+79098232664']	Хабаровск,   переулок Дзержинского,   11в, 2 этаж	
170	Стоматология Дентал-Лайт	https://khabarovsk.zoon.ru/medical/stomatologiya_dental-lajt/	['+79145430102', '+74212478887', '+79144161771']	Хабаровск,  улица Шатова,  2а	
171	Клиника Партнер	https://khabarovsk.zoon.ru/medical/klinika_partner_na_ulitse_gogolya/	['+74212293959']	Хабаровск,   улица Гоголя,   17, цокольный этаж	
172	Стоматология Династия	https://khabarovsk.zoon.ru/medical/stomatologiya_dinastiya_v_kirovskom_rajone/	['+74212567435', '+74212616517']	Хабаровск,   улица Калинина,   150, 1 этаж	
173	Стоматологический центр Аврора-стом	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_avrora-stom/	['+79625023252']	Хабаровск,   ул. Серышева,   д. 56, 4 этаж	
174	Стоматологическая клиника Md Clinic	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_md_clinic/	['+79144157279', '+79098020806', '+74212680806']	Хабаровск,   улица Демьяна Бедного,   25, 1 этаж	
175	Стьюдентс	https://khabarovsk.zoon.ru/medical/styudents/	['+74212777848', '+74212228089']	Хабаровск,  улица Герасимова,  29, 1 офис; 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fstu-dents.ru&hash=1c99764aa0b7bb0fc1335196b1ea7c75&from=5c13f857c202211c1225fcd5.13c1&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstyudents%2F
176	Стоматология Стоматология-вет	https://khabarovsk.zoon.ru/medical/stomatologiya_stomatologiya-vet_na_leningradskoj_ulitse/	['+79243038401', '+74212625869']	Хабаровск,   улица Ленинградская,   85, 1 этаж	
177	Стоматологический кабинет Стоматологический кабинет	https://khabarovsk.zoon.ru/medical/stomatologicheskij_kabinet_stomatologicheskij_kabinet/	['+74212771301']	Хабаровск,  улица Истомина,  49, 8 офис; 2 этаж	
178	Стоматология Дент-ист	https://khabarovsk.zoon.ru/medical/stomatologiya_dent-ist/	['+79243009186']	Хабаровский край, Вяземский,    Студенческая улица,    1а	
179	Стоматологическая поликлиника № 18	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_18_na_ulitse_rokossovskogo/	['+74212521248', '+74212520865', '+74212510361']	Хабаровск,   улица Рокоссовского,   18а, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fsp18.medkhv.ru&hash=ba82143ca4568f0b4a295f455c3e2baf&from=5567099a40c0886b4c8ccdae.8d3f&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_18_na_ulitse_rokossovskogo%2F
180	Стоматологический центр Стомсмайл	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_stomsmajl/	['+79141500377', '+74212606653']	Хабаровск,   пер. Спортивный,   д. 4, 308 кабинет; 3 этаж	
181	Детская стоматологическая поликлиника № 22	https://khabarovsk.zoon.ru/medical/detskaya_stomatologicheskaya_poliklinika_22_v_industrialnom_rajone/	['+74212364078', '+74212606099', '+74212337108']	Хабаровск,   улица Краснореченская,   177а, 2 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fdsp-22.ru&hash=05bba19a5e8e39f620abc1c9317b69fe&from=5567099b40c0886b4c8cce3f.d0b3&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fdetskaya_stomatologicheskaya_poliklinika_22_v_industrialnom_rajone%2F
182	Первая социальная стоматология	https://khabarovsk.zoon.ru/medical/pervaya_sotsialnaya_stomatologiya_na_ulitse_karla_marksa/	['+74212276942', '+79145447745', '+79143437360', '+74212903190']	Хабаровск,   улица Карла Маркса,   124, 1 этаж	
183	Центр неотложной стоматологической помощи Центр неотложной стоматологической помощи	https://khabarovsk.zoon.ru/medical/tsentr_neotlozhnoj_stomatologicheskoj_pomoschi_tsentr_neotlozhnoj_stomatologicheskoj_pomoschi/	['+74212208206', '+79141588206']	Хабаровск,   улица Краснореченская,   149	
184	Стоматологическая поликлиника Хабаровская районная больница	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_na_komsomolskoj_ulitse/	['+74212358686,290', '+74212358686']	Хабаровский край,   с. Некрасовка,   улица Школьная,   13, 2 этаж; левое крыло	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Frb-khv.medkhv.ru&hash=988dc9124f54a9e9a7af452dd40665cc&from=57dcd70140c088373b927e75.e635&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_na_komsomolskoj_ulitse%2F
185	Стоматологическая поликлиника Ден-тал-из № 25	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_poliklinika_den-tal-iz_no25_v_industrialnom_rajone/	['+79625014123']	Хабаровск,   улица Радищева,   16, 9 кабинет	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fden-tal-ez.medkhv.ru&hash=aa5569ba973f40e6196b9803aa550ea0&from=54667ad240c088ea5a8ed94e.91db&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_poliklinika_den-tal-iz_no25_v_industrialnom_rajone%2F
186	Стоматологический центр Стома люкс	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_stoma_lyuks/	['+74212298062', '+79142030939']	Хабаровск,   улица Воровского,   24, 1 этаж	
187	Денталик Стоматлогический центр Денталик	https://khabarovsk.zoon.ru/medical/dentalik_stomatlogicheskiy_tsentr_dentalik/	['+74212202213']	Хабаровск,  улица Данчука,  5	
188	Витадент	https://khabarovsk.zoon.ru/medical/vitadent/	['+79622885017']	Хабаровский край,   рп. Ванино,   улица Мира,   4	
189	Стоматологическая клиника Дальмедком	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_dalmedkom/	['+79242083669']	Хабаровск,   улица Клубная,   35, 1 этаж	
190	Стоматологическая клиника Pride	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_pride/	['+74212233733', '+74212618866']	Хабаровск,   улица Слободская,   16	
191	Стоматология Жемчужина	https://khabarovsk.zoon.ru/medical/stomatologiya_zhemchuzhina/	['+74212216656']	Хабаровск,   улица Ленина,   53, 1 этаж	
192	Лавита	https://khabarovsk.zoon.ru/medical/lavita/	['+74212411786']	Хабаровск,   улица Дзержинского,   40а, 1 этаж	
193	Стоматология Профи	https://khabarovsk.zoon.ru/medical/stomatologiya_profi_v_tsentralnom_rajone/	['+74212341027', '+74212633339']	Хабаровск,  улица Нагишкина,  2а, вход перед аркой	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fwww.profistom.com&hash=ecf8fc1b1a1522fd8a24cea735ebc1af&from=54667ad240c088ea5a8ed97e.466c&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_profi_v_tsentralnom_rajone%2F
194	Стоматологический кабинет Сестры	https://khabarovsk.zoon.ru/medical/stomatologicheskij_kabinet_sestry/	['+74212632728']	Хабаровск,   улица Ленина,   18, 109 офис; 1 этаж	
195	Стоматологическая клиника Торус	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_torus/	['+74212651288']	Хабаровск,   улица Воронежская,   38а	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2Fklinik.gorpolikliniki.ru%2Fhabarovskij-kraj%2Fhabarovsk%2Fn6221&hash=d30e5af3ca04e8a50d229899151fd6ff&from=5567099e40c0886b4c8ccfe8.a79f&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_torus%2F
196	Стоматологический центр Диана	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_diana_na_habarovskoj_ulitse/	['+79145445040', '+74212775040', '+74212630700']	Хабаровск,   улица Хабаровская,   33, 1 этаж	
197	Стоматологический центр Аполлония	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_apolloniya/	['+74212541426', '+79145482754']	Хабаровск,   улица Краснореченская,   90 лит А, 1 этаж	
198	Стоматология Здоровые зубы	https://khabarovsk.zoon.ru/medical/stomatologiya_zdorovye_zuby_v_zheleznodorozhnom_rajone/	['+74212274700', '+74212778393']	Хабаровск,   улица ДОС,   3, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=https%3A%2F%2F%D0%B4%D0%BE%D1%813.%D1%80%D1%84%2F&hash=4b94001654071d7f06cc95fbdb3677fb&from=54667acf40c088ea5a8ed80d.29fc&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_zdorovye_zuby_v_zheleznodorozhnom_rajone%2F
199	Стоматологический центр Палитра ДВ	https://khabarovsk.zoon.ru/medical/stomatologicheskij_tsentr_palitra_dv/	['+74212630640', '+79625030640', '+79625036018']	Хабаровск,  улица Павловича,  5/3	
200	Стоматологическая клиника B.M.V dental clinic	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_bmv_dental_clinic/	['+79145440064', '+74212770064']	Хабаровск,   улица Карла Маркса,   144/1, 3 этаж	
201	Стоматология Дантист	https://khabarovsk.zoon.ru/medical/stomatologiya_dantist_v_tts_podsolnuh/	['+79141599000', '+74212249000']	Хабаровск,   улица Вахова,   2, 1 этаж	https://khabarovsk.zoon.ru/redirect/?to=http%3A%2F%2Fdantist27.ru&hash=16d527c6cc68eb4e48767f68553bce6d&from=6331228f208c8f5dd50385c1.8f17&ext_site=ext_site&backurl=https%3A%2F%2Fkhabarovsk.zoon.ru%2Fmedical%2Fstomatologiya_dantist_v_tts_podsolnuh%2F
202	Стоматология Смайл	https://khabarovsk.zoon.ru/medical/stomatologiya_smajl_v_zheleznodorozhnom_rajone/	['+74212603376', '+79622203376']	Хабаровск,   улица Карла Маркса,   135, 1 этаж	
203	Стоматологическая клиника Эталон	https://khabarovsk.zoon.ru/medical/stomatologicheskaya_klinika_etalon/	['+79626764712']	Хабаровск,   улица Ким Ю Чена,   10, 1 этаж	
